state,county,date,sex,age,caseState,count
9,9574,59,1,5,0,1
9,9574,59,0,5,0,2
9,9575,59,1,1,0,2
9,9575,59,0,1,0,1
9,9575,59,0,2,0,1
9,9575,59,1,3,0,2
9,9575,59,0,3,0,1
9,9575,59,0,4,0,2
9,9576,59,1,2,0,1
9,9576,59,0,2,0,4
9,9576,59,1,3,0,1
9,9576,59,0,3,0,2
9,9576,59,0,4,0,2
9,9576,59,0,5,0,4
9,9577,59,1,2,0,1
9,9577,59,0,2,0,2
9,9577,59,1,3,0,6
9,9577,59,0,3,0,1
9,9577,59,1,4,0,2
9,9577,59,0,4,0,3
9,9661,59,1,2,0,1
9,9661,59,0,2,0,1
9,9661,59,1,3,0,1
9,9661,59,1,4,0,2
9,9662,59,1,2,0,2
9,9662,59,0,2,0,1
9,9662,59,1,3,0,1
9,9662,59,1,4,0,1
9,9662,59,1,4,1,1
9,9662,59,0,5,0,1
9,9663,59,1,2,0,5
9,9663,59,1,3,0,3
9,9663,59,0,3,0,3
9,9663,59,1,4,0,1
9,9663,59,0,4,0,2
9,9663,59,1,5,0,1
9,9663,59,0,5,0,1
9,9671,59,1,2,0,1
9,9671,59,0,2,0,1
9,9671,59,0,3,0,5
9,9671,59,0,3,0,1
9,9671,59,0,3,1,1
9,9671,59,1,4,0,2
9,9671,59,1,4,0,2
9,9671,59,1,4,1,2
9,9671,59,1,5,0,2
9,9671,59,1,5,1,2
9,9672,59,1,2,0,2
9,9672,59,1,3,0,5
9,9672,59,0,3,0,5
9,9672,59,1,4,0,3
9,9672,59,0,4,0,1
9,9672,59,0,5,0,1
9,9672,59,0,5,0,1
9,9672,59,0,5,1,1
9,9673,59,2,2,0,1
9,9673,59,0,3,0,1
9,9673,59,0,4,0,1
9,9674,59,1,2,0,1
9,9674,59,0,2,0,2
9,9674,59,1,3,0,2
9,9674,59,0,3,0,1
9,9675,59,1,2,0,1
9,9675,59,0,3,0,1
9,9676,59,1,3,0,1
9,9676,59,0,3,0,3
9,9676,59,1,4,0,1
9,9676,59,0,5,0,1
9,9677,59,1,3,0,2
9,9677,59,0,3,0,1
9,9677,59,1,4,0,2
9,9677,59,0,4,0,3
9,9678,59,0,2,0,2
9,9678,59,0,3,0,1
9,9678,59,0,4,0,1
9,9679,59,1,2,0,4
9,9679,59,0,2,0,5
9,9679,59,1,3,0,4
9,9679,59,0,3,0,6
9,9679,59,1,4,0,4
9,9679,59,0,4,0,3
9,9679,59,1,5,0,1
9,9679,59,0,5,0,3
9,9761,59,1,2,0,2
9,9761,59,0,2,0,1
9,9761,59,1,3,0,2
9,9761,59,0,3,0,2
9,9762,59,1,1,0,2
9,9762,59,0,1,0,2
9,9762,59,0,3,0,1
9,9762,59,1,4,0,1
9,9762,59,0,4,0,1
9,9763,59,0,1,0,2
9,9763,59,1,3,0,1
9,9763,59,0,3,0,1
9,9763,59,0,4,0,1
9,9764,59,1,3,0,1
9,9764,59,1,4,0,1
9,9771,59,1,3,0,1
9,9771,59,0,3,0,1
9,9771,59,1,4,0,2
9,9771,59,0,4,0,1
9,9771,59,0,5,0,1
9,9772,59,1,2,0,3
9,9772,59,0,2,0,3
9,9772,59,1,3,0,4
9,9772,59,1,4,0,1
9,9772,59,0,4,0,1
9,9773,59,1,2,0,1
9,9773,59,0,2,0,3
9,9773,59,1,3,0,1
9,9773,59,0,3,0,2
9,9774,59,1,2,0,1
9,9774,59,0,3,0,1
9,9774,59,0,5,0,1
9,9775,59,0,2,0,2
9,9775,59,1,3,0,1
9,9775,59,0,3,0,1
9,9775,59,1,4,0,4
9,9775,59,0,4,0,2
9,9775,59,0,5,0,1
9,9776,59,1,2,0,1
9,9776,59,0,3,0,5
9,9776,59,1,4,0,1
9,9777,59,1,2,0,2
9,9777,59,0,2,0,1
9,9777,59,1,3,0,3
9,9777,59,0,3,0,3
9,9777,59,1,4,0,6
9,9777,59,0,4,0,5
9,9777,59,0,5,0,1
9,9777,59,0,5,1,1
9,9777,59,0,5,0,1
9,9778,59,0,2,0,1
9,9778,59,0,3,0,1
9,9778,59,1,4,0,2
9,9778,59,0,4,0,1
9,9778,59,1,5,0,1
9,9778,59,0,5,0,2
9,9779,59,0,2,0,2
9,9779,59,1,3,0,2
9,9779,59,0,3,0,1
9,9779,59,1,4,0,3
9,9779,59,1,5,0,1
9,9779,59,1,5,1,1
9,9780,59,1,2,0,1
9,9780,59,0,2,0,3
9,9780,59,1,3,0,3
9,9780,59,0,3,0,3
9,9780,59,1,4,0,2
9,9780,59,0,4,0,1
10,10041,59,1,2,0,4
10,10041,59,0,2,0,4
10,10041,59,1,3,0,7
10,10041,59,2,3,0,1
10,10041,59,0,3,0,2
10,10041,59,1,4,0,3
10,10041,59,0,4,0,1
10,10041,59,1,5,0,1
10,10041,59,0,5,0,1
10,10041,59,0,5,1,1
10,10042,59,1,3,0,2
10,10042,59,0,3,0,2
10,10043,59,1,1,0,1
10,10043,59,1,2,0,1
10,10043,59,1,3,0,4
10,10043,59,0,3,0,3
10,10043,59,1,4,0,2
10,10044,59,1,2,0,2
10,10044,59,1,3,0,4
10,10044,59,0,3,0,3
10,10044,59,1,4,0,2
10,10045,59,1,2,0,1
10,10045,59,1,3,0,2
10,10045,59,0,3,0,2
10,10045,59,1,4,0,1
10,10045,59,0,5,0,1
10,10046,59,1,2,0,1
10,10046,59,0,2,0,1
10,10046,59,0,3,0,2
11,11001,59,1,2,0,6
11,11001,59,0,2,0,10
11,11001,59,1,3,0,5
11,11001,59,0,3,0,13
11,11001,59,1,4,0,3
11,11001,59,0,4,0,2
11,11001,59,0,5,0,1
11,11002,59,0,0,0,1
11,11002,59,1,2,0,7
11,11002,59,0,2,0,2
11,11002,59,1,3,0,3
11,11002,59,0,3,0,6
11,11002,59,1,4,0,1
11,11003,59,1,2,0,5
11,11003,59,0,2,0,6
11,11003,59,1,3,0,2
11,11003,59,2,3,0,1
11,11003,59,0,3,0,11
11,11003,59,1,4,0,2
11,11003,59,0,4,0,3
11,11003,59,1,5,0,1
11,11003,59,0,5,0,1
11,11004,59,0,1,0,1
11,11004,59,0,2,0,2
11,11004,59,1,3,0,4
11,11004,59,0,3,0,3
11,11004,59,1,4,0,3
11,11004,59,0,4,0,3
11,11005,59,1,2,0,2
11,11005,59,1,3,0,1
11,11005,59,1,4,0,1
11,11005,59,0,4,0,1
11,11006,59,0,2,0,2
11,11006,59,1,3,0,3
11,11006,59,0,3,0,1
11,11006,59,0,4,0,1
11,11007,59,1,0,0,2
11,11007,59,1,2,0,3
11,11007,59,0,2,0,2
11,11007,59,1,3,0,1
11,11007,59,0,3,0,6
11,11007,59,1,4,0,1
11,11007,59,0,4,0,5
11,11007,59,1,5,0,1
11,11007,59,1,5,1,1
11,11007,59,0,6,0,1
11,11008,59,1,0,0,1
11,11008,59,1,2,0,3
11,11008,59,0,2,0,4
11,11008,59,1,3,0,3
11,11008,59,0,3,0,5
11,11008,59,1,4,0,1
11,11008,59,0,4,0,3
11,11008,59,1,5,0,1
11,11008,59,0,5,0,3
11,11008,59,1,6,0,1
11,11009,59,0,1,0,1
11,11009,59,1,2,0,2
11,11009,59,0,2,0,1
11,11009,59,1,3,0,2
11,11009,59,1,3,0,1
11,11009,59,0,3,0,3
11,11009,59,0,4,0,1
11,11010,59,1,1,0,1
11,11010,59,1,2,0,1
11,11010,59,1,3,0,2
11,11010,59,1,4,0,1
11,11010,59,0,4,0,1
11,11011,59,1,2,0,1
11,11011,59,0,2,0,1
11,11011,59,0,3,0,3
11,11011,59,0,4,0,1
11,11012,59,1,2,0,1
11,11012,59,0,2,0,1
11,11012,59,1,3,0,2
11,11012,59,0,3,0,1
11,11012,59,1,4,0,2
11,11012,59,1,5,0,1
12,12054,59,1,2,0,3
12,12054,59,0,2,0,2
12,12054,59,1,3,0,2
12,12054,59,0,3,0,2
12,12054,59,1,4,0,2
12,12054,59,1,4,0,1
12,12054,59,1,4,1,1
12,12054,59,1,5,0,2
12,12054,59,1,5,1,2
12,12054,59,0,5,0,2
12,12060,59,1,3,0,1
12,12060,59,0,3,0,1
12,12060,59,0,4,0,1
12,12061,59,1,1,0,1
12,12061,59,1,2,0,1
12,12061,59,1,3,0,3
12,12061,59,0,3,0,3
12,12061,59,0,4,0,1
12,12061,59,0,5,0,1
12,12062,59,1,2,0,1
12,12062,59,0,2,0,1
12,12062,59,1,3,0,1
12,12062,59,1,4,0,1
12,12062,59,0,4,0,1
12,12062,59,0,5,0,1
12,12063,59,0,2,0,1
12,12063,59,1,3,0,3
12,12063,59,0,3,0,2
12,12064,59,0,2,0,2
12,12064,59,1,3,0,1
12,12064,59,0,3,0,1
12,12064,59,0,5,0,1
12,12065,59,1,2,0,2
12,12065,59,1,3,0,2
12,12065,59,0,3,0,6
12,12065,59,1,4,0,1
12,12065,59,0,4,0,1
12,12066,59,1,4,0,1
12,12067,59,1,3,0,2
12,12067,59,0,3,0,3
12,12068,59,1,2,0,1
12,12068,59,1,3,0,1
12,12069,59,0,0,0,1
12,12069,59,0,2,0,1
12,12069,59,0,3,0,1
12,12071,59,1,3,0,1
12,12071,59,1,4,0,1
12,12071,59,0,4,0,1
12,12072,59,0,2,0,2
12,12072,59,0,3,0,2
12,12072,59,1,4,0,1
12,12073,59,1,5,0,1
13,13003,59,1,2,0,2
13,13003,59,0,2,0,2
13,13004,59,0,1,0,1
13,13004,59,1,2,0,1
13,13004,59,0,2,0,1
13,13071,59,1,2,0,2
13,13071,59,0,2,0,2
13,13071,59,1,3,0,2
13,13071,59,0,3,0,4
13,13071,59,1,4,0,1
13,13071,59,1,4,1,1
13,13071,59,1,4,0,1
13,13071,59,0,4,0,1
13,13071,59,1,5,0,1
13,13073,59,0,2,0,1
13,13073,59,1,3,0,1
13,13073,59,0,3,0,2
13,13073,59,0,4,0,2
13,13074,59,0,4,0,1
13,13075,59,1,3,0,1
13,13075,59,0,3,0,3
13,13075,59,1,4,0,2
13,13075,59,1,5,0,4
13,13075,59,0,5,0,1
13,13076,59,0,1,0,1
13,13076,59,1,2,0,1
13,13076,59,0,2,0,1
14,14511,59,1,2,0,2
14,14511,59,0,2,0,2
14,14511,59,1,3,0,4
14,14511,59,0,3,0,2
14,14511,59,1,4,0,1
14,14511,59,0,4,0,3
14,14521,59,1,2,0,1
14,14521,59,1,3,0,4
14,14521,59,0,3,0,3
14,14521,59,1,4,0,3
14,14521,59,0,4,0,3
14,14521,59,0,5,0,1
14,14522,59,1,2,0,1
14,14522,59,0,2,0,1
14,14522,59,1,3,0,1
14,14522,59,0,3,0,2
14,14522,59,1,4,0,1
14,14522,59,1,4,1,1
14,14522,59,0,4,0,2
14,14523,59,1,2,0,1
14,14523,59,1,3,0,3
14,14523,59,0,3,0,1
14,14523,59,0,4,0,1
14,14524,59,1,2,0,1
14,14524,59,0,2,0,2
14,14524,59,1,3,0,7
14,14524,59,0,3,0,8
14,14524,59,1,4,0,3
14,14524,59,0,4,0,2
14,14524,59,1,5,0,1
14,14524,59,0,5,0,3
14,14612,59,0,0,0,1
14,14612,59,0,1,0,1
14,14612,59,1,2,0,5
14,14612,59,0,2,0,5
14,14612,59,1,3,0,5
14,14612,59,0,3,0,10
14,14612,59,1,4,0,2
14,14612,59,0,4,0,4
14,14612,59,0,5,0,1
14,14612,59,0,5,0,1
14,14612,59,0,5,1,1
14,14625,59,1,2,0,2
14,14625,59,0,2,0,2
14,14625,59,1,3,0,3
14,14625,59,0,3,0,3
14,14625,59,1,4,0,1
14,14625,59,0,4,0,2
14,14626,59,1,3,0,1
14,14626,59,0,3,0,1
14,14626,59,1,4,0,1
14,14627,59,0,2,0,1
14,14627,59,0,3,0,4
14,14627,59,1,4,0,2
14,14627,59,0,4,0,1
14,14627,59,0,5,0,1
14,14627,59,0,5,1,1
14,14628,59,1,2,0,2
14,14628,59,0,2,0,1
14,14628,59,0,3,0,7
14,14628,59,1,4,0,4
14,14628,59,0,4,0,2
14,14713,59,1,2,0,4
14,14713,59,0,2,0,6
14,14713,59,1,3,0,5
14,14713,59,0,3,0,2
14,14713,59,1,4,0,3
14,14713,59,0,4,0,1
14,14729,59,1,2,0,2
14,14729,59,1,3,0,4
14,14729,59,0,3,0,3
14,14729,59,1,4,0,2
14,14729,59,0,4,0,1
14,14730,59,0,2,0,1
14,14730,59,1,3,0,1
14,14730,59,0,3,0,2
14,14730,59,1,4,0,2
15,15001,59,0,1,0,1
15,15001,59,0,3,0,2
15,15001,59,1,4,0,1
15,15002,59,1,2,0,1
15,15002,59,0,2,0,4
15,15002,59,1,3,0,4
15,15002,59,0,3,0,7
15,15003,59,1,2,0,1
15,15003,59,0,2,0,1
15,15003,59,1,3,0,1
15,15003,59,0,3,0,1
15,15003,59,1,4,0,1
15,15003,59,0,4,0,1
15,15081,59,0,4,0,1
15,15081,59,1,5,0,1
15,15082,59,1,2,0,1
15,15082,59,1,4,0,1
15,15082,59,0,4,0,1
15,15083,59,1,3,0,2
15,15083,59,0,4,0,1
15,15084,59,1,2,0,1
15,15085,59,1,0,0,1
15,15085,59,1,3,0,1
15,15085,59,0,3,0,2
15,15085,59,1,4,0,1
15,15085,59,0,4,0,2
15,15087,59,0,4,0,1
15,15088,59,0,3,0,1
15,15088,59,1,4,0,2
15,15088,59,0,4,0,1
15,15090,59,0,2,0,1
15,15090,59,1,3,0,1
15,15090,59,0,3,0,4
15,15090,59,1,4,0,1
15,15090,59,0,4,0,3
15,15090,59,1,5,0,1
15,15090,59,0,5,0,4
15,15091,59,0,3,0,5
15,15091,59,1,4,0,2
15,15091,59,0,4,0,1
15,15091,59,1,5,0,3
15,15091,59,0,5,0,5
16,16051,59,0,2,0,2
16,16051,59,1,4,0,2
16,16051,59,0,4,0,1
16,16052,59,1,2,0,1
16,16052,59,0,2,0,1
16,16052,59,0,3,0,3
16,16052,59,0,4,0,1
16,16053,59,0,2,0,1
16,16053,59,0,3,0,2
16,16055,59,0,3,0,1
16,16061,59,1,2,0,2
16,16061,59,0,2,0,1
16,16061,59,1,3,0,1
16,16062,59,0,3,0,1
16,16062,59,1,5,0,1
16,16065,59,1,3,0,1
16,16065,59,0,3,0,1
16,16066,59,1,3,0,2
16,16066,59,0,3,0,1
16,16067,59,1,3,0,1
16,16068,59,1,3,0,2
16,16068,59,1,4,0,1
16,16069,59,1,3,0,1
16,16070,59,0,2,0,1
16,16070,59,1,3,0,3
16,16070,59,0,3,0,2
16,16070,59,1,4,0,5
16,16070,59,0,4,0,1
16,16071,59,1,4,0,1
16,16072,59,1,3,0,1
16,16072,59,0,3,0,1
16,16074,59,0,3,0,1
16,16075,59,0,2,0,1
16,16075,59,0,3,0,5
16,16075,59,0,4,0,1
16,16075,59,0,5,0,8
16,16075,59,0,5,0,1
16,16075,59,0,5,1,1
16,16076,59,0,2,0,1
16,16076,59,0,3,0,2
16,16076,59,1,4,0,2
16,16076,59,0,4,0,2
16,16076,59,1,5,0,1
16,16077,59,0,4,0,1
16,16077,59,1,5,0,1
1,1001,60,0,2,0,1
1,1001,60,0,3,0,1
1,1002,60,1,2,0,2
1,1002,60,0,2,0,2
1,1002,60,1,3,0,1
1,1002,60,0,3,0,3
1,1002,60,1,4,0,2
1,1002,60,0,4,0,1
1,1003,60,1,2,0,1
1,1003,60,1,3,0,3
1,1003,60,0,3,0,1
1,1003,60,1,4,0,1
1,1003,60,0,4,0,1
1,1003,60,1,5,0,1
1,1054,60,0,2,0,1
1,1054,60,0,3,0,3
1,1055,60,1,3,0,1
1,1055,60,1,5,0,1
1,1056,60,1,1,0,1
1,1056,60,0,1,0,1
1,1056,60,0,2,0,1
1,1056,60,1,3,0,3
1,1056,60,0,3,0,2
1,1056,60,1,4,0,1
1,1056,60,0,4,0,2
1,1056,60,1,5,0,2
1,1056,60,0,5,0,2
1,1057,60,0,3,0,2
1,1057,60,1,4,0,1
1,1057,60,0,5,0,1
1,1058,60,0,2,0,1
1,1058,60,1,3,0,1
1,1058,60,0,3,0,4
1,1058,60,1,4,0,1
1,1058,60,0,4,0,2
1,1058,60,1,5,0,1
1,1058,60,0,5,0,1
1,1059,60,0,2,0,1
1,1059,60,1,3,0,2
1,1059,60,0,3,0,2
1,1059,60,1,4,0,1
1,1059,60,0,4,0,2
1,1059,60,0,5,0,1
1,1060,60,0,1,0,1
1,1060,60,1,2,0,1
1,1060,60,1,3,0,2
1,1060,60,0,3,0,3
1,1060,60,1,4,0,1
1,1060,60,0,4,0,1
1,1062,60,0,1,0,1
1,1062,60,1,2,0,3
1,1062,60,1,3,0,1
1,1062,60,0,3,0,2
1,1062,60,0,5,0,1
2,2000,60,1,1,0,1
2,2000,60,0,1,0,2
2,2000,60,1,2,0,17
2,2000,60,0,2,0,15
2,2000,60,1,3,0,26
2,2000,60,2,3,0,1
2,2000,60,0,3,0,32
2,2000,60,1,4,0,14
2,2000,60,0,4,0,18
2,2000,60,1,5,0,7
2,2000,60,1,5,0,1
2,2000,60,1,5,1,1
2,2000,60,0,5,0,9
2,2000,60,1,6,0,1
3,3101,60,1,2,0,5
3,3101,60,0,2,0,3
3,3101,60,1,3,0,2
3,3101,60,0,3,0,10
3,3101,60,1,4,0,2
3,3101,60,1,4,1,2
3,3101,60,1,4,0,2
3,3101,60,0,4,0,3
3,3101,60,1,5,0,1
3,3101,60,0,5,0,1
3,3103,60,0,2,0,2
3,3103,60,1,3,0,6
3,3103,60,0,3,0,8
3,3103,60,1,4,0,2
3,3103,60,1,4,0,1
3,3103,60,1,4,1,1
3,3103,60,0,4,0,4
3,3103,60,1,5,0,1
3,3103,60,1,5,1,1
3,3103,60,1,5,0,1
3,3103,60,0,5,0,4
3,3151,60,1,2,0,1
3,3151,60,0,2,0,2
3,3151,60,1,3,0,4
3,3151,60,0,3,0,1
3,3151,60,1,5,0,1
3,3154,60,0,2,0,2
3,3154,60,1,3,0,3
3,3154,60,0,3,0,1
3,3154,60,1,5,0,1
3,3157,60,1,1,0,2
3,3157,60,1,2,0,1
3,3157,60,1,3,0,1
3,3157,60,0,3,0,2
3,3157,60,1,4,0,1
3,3157,60,0,4,0,1
3,3157,60,1,5,0,1
3,3157,60,0,5,0,3
3,3159,60,1,2,0,2
3,3159,60,0,2,0,2
3,3159,60,0,3,0,2
3,3159,60,1,4,0,1
3,3159,60,1,4,1,1
3,3159,60,1,4,0,2
3,3241,60,1,0,0,2
3,3241,60,1,1,0,1
3,3241,60,1,2,0,5
3,3241,60,0,2,0,10
3,3241,60,1,3,0,13
3,3241,60,0,3,0,7
3,3241,60,1,4,0,2
3,3241,60,2,4,0,1
3,3241,60,0,4,0,2
3,3241,60,1,5,0,1
3,3241,60,1,5,1,1
3,3241,60,1,5,0,1
3,3251,60,1,3,0,1
3,3251,60,0,3,0,1
3,3251,60,1,4,0,1
3,3251,60,0,4,0,1
3,3251,60,1,5,0,1
3,3251,60,1,5,1,1
3,3251,60,0,5,0,4
3,3252,60,0,2,0,2
3,3252,60,1,4,0,2
3,3252,60,0,4,0,1
3,3252,60,1,5,0,1
3,3252,60,1,5,1,1
3,3252,60,0,5,0,2
3,3254,60,1,1,0,1
3,3254,60,1,3,0,3
3,3254,60,1,4,0,1
3,3254,60,1,4,1,1
3,3254,60,1,4,0,1
3,3255,60,0,3,0,1
3,3255,60,1,5,0,1
3,3256,60,0,3,0,1
3,3351,60,1,3,0,1
3,3351,60,1,4,0,1
3,3353,60,1,2,0,3
3,3353,60,1,3,0,8
3,3353,60,0,3,0,3
3,3353,60,0,4,0,1
3,3355,60,0,2,0,2
3,3355,60,1,3,0,1
3,3355,60,0,3,0,3
3,3356,60,0,2,0,1
3,3356,60,0,3,0,1
3,3357,60,0,2,0,1
3,3357,60,0,3,0,2
3,3357,60,1,4,0,1
3,3357,60,1,4,1,1
3,3358,60,1,3,0,1
3,3359,60,1,2,0,1
3,3359,60,0,2,0,1
3,3359,60,1,3,0,2
3,3361,60,1,3,0,4
3,3361,60,1,4,0,2
3,3361,60,0,4,0,1
3,3403,60,1,1,0,1
3,3403,60,0,2,0,1
3,3403,60,0,3,0,2
3,3403,60,1,4,0,1
3,3403,60,0,4,0,1
3,3404,60,1,2,0,3
3,3404,60,0,2,0,3
3,3404,60,1,3,0,5
3,3404,60,0,3,0,2
3,3404,60,1,4,0,3
3,3404,60,0,4,0,2
3,3404,60,0,5,0,1
3,3451,60,1,0,0,2
3,3451,60,0,1,0,1
3,3451,60,1,2,0,1
3,3451,60,0,2,0,1
3,3451,60,1,3,0,3
3,3451,60,0,3,0,4
3,3451,60,1,5,0,1
3,3451,60,0,5,0,1
3,3453,60,1,3,0,1
3,3454,60,1,2,0,1
3,3454,60,0,2,0,1
3,3454,60,0,3,0,1
3,3454,60,1,4,0,2
3,3455,60,1,4,0,1
3,3456,60,1,2,0,1
3,3456,60,1,3,0,2
3,3456,60,0,3,0,2
3,3456,60,1,4,0,3
3,3456,60,0,4,0,6
3,3457,60,1,2,0,1
3,3457,60,0,2,0,2
3,3457,60,0,3,0,2
3,3458,60,1,2,0,6
3,3458,60,0,2,0,4
3,3458,60,0,3,0,6
3,3458,60,1,4,0,1
3,3458,60,0,4,0,5
3,3458,60,1,5,0,1
3,3458,60,1,5,1,1
3,3458,60,1,5,0,5
3,3458,60,0,5,0,15
3,3459,60,1,1,0,1
3,3459,60,1,2,0,1
3,3459,60,0,2,0,1
3,3459,60,1,3,0,7
3,3459,60,0,3,0,5
3,3459,60,1,4,0,3
3,3459,60,0,4,0,4
3,3459,60,1,5,0,3
3,3460,60,1,3,0,1
3,3460,60,1,4,0,1
3,3461,60,1,3,0,1
3,3462,60,1,3,0,1
3,3462,60,0,4,0,1
4,4011,60,1,2,0,5
4,4011,60,0,2,0,4
4,4011,60,1,3,0,4
4,4011,60,0,3,0,1
4,4011,60,1,4,0,1
4,4011,60,0,4,0,6
4,4011,60,1,5,0,1
4,4012,60,0,2,0,1
4,4012,60,0,3,0,1
4,4012,60,0,4,0,1
5,5111,60,0,2,0,3
5,5111,60,1,3,0,4
5,5111,60,0,3,0,2
5,5111,60,1,4,0,4
5,5111,60,0,4,0,1
5,5111,60,0,4,1,1
5,5111,60,0,4,0,2
5,5111,60,1,5,0,1
5,5111,60,0,5,0,2
5,5112,60,1,2,0,1
5,5112,60,0,2,0,2
5,5112,60,1,3,0,1
5,5112,60,1,3,1,1
5,5112,60,1,3,0,3
5,5112,60,0,3,0,3
5,5112,60,1,4,0,3
5,5112,60,0,5,0,1
5,5114,60,1,2,0,2
5,5114,60,0,2,0,4
5,5114,60,1,3,0,5
5,5114,60,0,3,0,3
5,5114,60,1,4,0,1
5,5114,60,0,4,0,2
5,5114,60,1,5,0,1
5,5116,60,0,3,0,1
5,5116,60,0,4,0,2
5,5116,60,1,5,0,1
5,5119,60,0,2,0,1
5,5119,60,0,4,0,1
5,5120,60,1,3,0,1
5,5120,60,0,3,0,2
5,5120,60,0,4,0,1
5,5120,60,0,5,0,1
5,5122,60,0,2,0,2
5,5122,60,1,3,0,2
5,5122,60,0,3,0,1
5,5122,60,0,4,0,1
5,5124,60,1,2,0,1
5,5124,60,0,2,0,5
5,5124,60,1,3,0,1
5,5124,60,1,5,0,1
5,5124,60,0,5,0,1
5,5154,60,0,1,0,1
5,5154,60,1,2,0,4
5,5154,60,0,2,0,6
5,5154,60,1,3,0,13
5,5154,60,0,3,0,6
5,5154,60,1,4,0,6
5,5154,60,0,4,0,4
5,5154,60,1,5,0,2
5,5154,60,0,5,0,1
5,5154,60,0,6,0,1
5,5158,60,0,2,0,1
5,5158,60,1,3,0,2
5,5158,60,0,3,0,5
5,5158,60,0,4,0,2
5,5158,60,0,4,0,1
5,5158,60,0,4,1,1
5,5158,60,0,5,0,1
5,5162,60,1,3,0,1
5,5162,60,1,4,0,1
5,5162,60,0,4,0,1
5,5166,60,0,2,0,1
5,5166,60,0,4,0,1
5,5166,60,1,5,0,1
5,5166,60,0,5,0,7
5,5170,60,1,3,0,1
5,5170,60,1,4,0,1
5,5314,60,1,2,0,2
5,5314,60,0,2,0,4
5,5314,60,1,3,0,5
5,5314,60,0,3,0,5
5,5314,60,1,4,0,1
5,5315,60,0,1,0,1
5,5315,60,1,2,0,10
5,5315,60,0,2,0,15
5,5315,60,1,3,0,14
5,5315,60,0,3,0,18
5,5315,60,1,4,0,1
5,5315,60,1,4,1,1
5,5315,60,1,4,0,6
5,5315,60,0,4,0,4
5,5315,60,1,5,0,3
5,5315,60,0,5,0,7
5,5315,60,0,5,0,1
5,5315,60,0,5,1,1
5,5316,60,1,2,0,1
5,5316,60,1,3,0,3
5,5316,60,0,3,0,2
5,5316,60,1,4,0,4
5,5334,60,1,2,0,6
5,5334,60,0,2,0,4
5,5334,60,1,3,0,8
5,5334,60,0,3,0,13
5,5334,60,1,4,0,5
5,5334,60,0,4,0,6
5,5334,60,1,5,0,4
5,5334,60,1,5,0,1
5,5334,60,1,5,1,1
5,5334,60,1,5,0,1
5,5334,60,1,5,1,1
5,5334,60,0,5,0,3
5,5358,60,1,2,0,2
5,5358,60,0,2,0,6
5,5358,60,1,3,0,3
5,5358,60,0,3,0,2
5,5358,60,1,4,0,2
5,5358,60,0,4,0,1
5,5358,60,0,4,1,1
5,5358,60,0,4,0,2
5,5358,60,0,5,0,2
5,5362,60,0,2,0,1
5,5362,60,1,3,0,2
5,5362,60,0,3,0,1
5,5362,60,0,4,0,2
5,5362,60,0,5,0,1
5,5366,60,1,3,0,5
5,5366,60,0,3,0,1
5,5366,60,1,4,0,2
5,5366,60,0,4,0,1
5,5370,60,0,0,0,1
5,5370,60,0,2,0,4
5,5370,60,1,3,0,6
5,5370,60,0,3,0,3
5,5370,60,1,4,0,4
5,5370,60,1,4,0,1
5,5370,60,1,4,1,1
5,5370,60,0,4,0,2
5,5370,60,1,5,0,3
5,5374,60,0,1,0,1
5,5374,60,1,2,0,3
5,5374,60,1,3,0,4
5,5374,60,0,3,0,5
5,5374,60,1,4,0,2
5,5374,60,0,4,0,1
5,5378,60,0,1,0,1
5,5378,60,1,2,0,1
5,5378,60,0,2,0,1
5,5378,60,1,3,0,1
5,5378,60,0,3,0,1
5,5378,60,1,4,0,2
5,5378,60,0,4,0,2
5,5382,60,1,2,0,4
5,5382,60,0,2,0,2
5,5382,60,1,3,0,10
5,5382,60,0,3,0,8
5,5382,60,1,4,0,6
5,5382,60,0,4,0,2
5,5382,60,1,5,0,1
5,5382,60,0,5,0,1
5,5512,60,0,2,0,4
5,5512,60,1,4,0,1
5,5513,60,1,2,0,1
5,5513,60,0,2,0,1
5,5513,60,0,3,0,2
5,5513,60,1,4,0,2
5,5515,60,1,2,0,4
5,5515,60,1,3,0,7
5,5515,60,0,3,0,3
5,5515,60,1,4,0,4
5,5515,60,0,4,0,1
5,5515,60,0,5,0,3
5,5554,60,1,2,0,3
5,5554,60,0,2,0,5
5,5554,60,1,3,0,8
5,5554,60,0,3,0,5
5,5554,60,1,4,0,2
5,5554,60,0,4,0,2
5,5554,60,1,5,0,2
5,5562,60,1,2,0,3
5,5562,60,0,2,0,7
5,5562,60,1,3,0,3
5,5562,60,0,3,0,3
5,5562,60,1,4,0,2
5,5562,60,0,5,0,1
5,5566,60,1,0,0,1
5,5566,60,1,2,0,6
5,5566,60,0,2,0,3
5,5566,60,1,3,0,4
5,5566,60,0,3,0,12
5,5566,60,1,4,0,4
5,5566,60,0,4,0,1
5,5566,60,1,5,0,1
5,5566,60,1,5,1,1
5,5566,60,0,5,0,1
5,5570,60,1,1,0,1
5,5570,60,1,2,0,3
5,5570,60,0,2,0,2
5,5570,60,1,3,0,2
5,5570,60,0,3,0,3
5,5570,60,1,4,0,1
5,5754,60,0,2,0,2
5,5754,60,1,3,0,2
5,5754,60,0,3,0,6
5,5754,60,1,4,0,1
5,5754,60,1,5,0,1
5,5758,60,1,3,0,1
5,5758,60,0,3,0,2
